,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
133,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,TECHNICAL TROUBLESHOOTING_ACCESSORIES_UNABLE TO UNPAIR THE BAND,0.25776602775941837,0.02511566424322538,0.02247191011235955,0.08717948717948718,3.471120107962213,0.015997945105844086,1.0679912666998372
127,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,TECHNICAL ENQUIRY_MI TV & MI BOX_HOW TO RESET THE TV,0.25776602775941837,0.02775941837409121,0.021150033046926635,0.08205128205128205,2.9557997557997555,0.013994598039725331,1.0591447676930292
97,OTHERS_UNSUPPORTED_RE-DIRECTED TO POCO,TECHNICAL ENQUIRY_MI PHONE_MIUI VERSION INQUIRY,0.48314606741573035,0.08592200925313946,0.03767349636483807,0.07797537619699042,0.9075134168157424,-0.0038393845102742546,0.9913813223085387
119,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,PRE-SALE ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,0.25776602775941837,0.021150033046926635,0.019167217448777262,0.07435897435897436,3.5157852564102567,0.013715457443290556,1.057483343799719
137,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,TECHNICAL TROUBLESHOOTING_MI ROUTER_FACTORY RESET INQUIRY,0.25776602775941837,0.021150033046926635,0.01784534038334435,0.06923076923076923,3.273317307692308,0.012393580377857644,1.051656989288426
50,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,PRE-SALE ENQUIRY_MI PHONE_PROCESS OF EXCHANGE,0.17184401850627892,0.031725049570389956,0.011896893588896233,0.06923076923076922,2.182211538461538,0.006445133583409525,1.0402954012880108
16,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED COMPLAINT_MI PHONE_REFUND-ORDER CANCELLED WITHOUT INFORMING CUSTOMER,0.17184401850627892,0.031064111037673495,0.011896893588896233,0.06923076923076922,2.2286415711947627,0.006558711916857165,1.0410055005380368
15,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED COMPLAINT_MI PHONE_DELAY IN DISPATCH FROM WAREHOUSE,0.17184401850627892,0.02247191011235955,0.011235955056179775,0.06538461538461537,2.909615384615384,0.007374291718960024,1.0459148286863642
28,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,0.17184401850627892,0.11103767349636484,0.010575016523463317,0.061538461538461535,0.5542124542124541,-0.008506143495740158,0.947254938077644
107,OTHERS_UNSUPPORTED_RE-DIRECTED TO POCO,TECHNICAL FEEDBACK_POCO_SPARE PARTS ENQUIRY,0.48314606741573035,0.0403172504957039,0.027098479841374753,0.0560875512995896,1.3911551658406405,0.007619358815360508,1.0167073766487544
